name,uid,code,parent,shortname,description,openingdate,closedate,comment,featuretype,coordinates,url,contactperson,address,email,phonenumber
Gem Sub County,PKeFksHlJkB,1240,u4t9H8XyU9P,Gem,,,,23/Feb./2011 Separated from Siaya,NONE,,,,,,
Luanda Sub County,lkYdgjRSOoE,,sANMZ3lpqGs,Luanda S.C,,,,,NONE,,,,,,
Sabatia Sub County,urtJSF5jcBC,1219,sANMZ3lpqGs,Sabatia S.C.,,,,,NONE,,,,,,
Emuhaya Sub County,Lpy789vqRC6,807,sANMZ3lpqGs,Emuhaya S.C.,,,,,POLYGON,"[[[[34.6717,0.08],[34.6611,0.057],[34.6427,0.0208],[34.612,0.0027],[34.5912,0.0064],[34.5826,-0.0319],[34.5639,-0.0419],[34.5622,-0.0183],[34.5333,-0.0138],[34.5583,0.0496],[34.5545,0.095],[34.5986,0.1244],[34.6777,0.1341],[34.6782,0.1277],[34.6717,0.08]]]]",,,,,
Alego Usonga Sub County,Cu46otDi1RO,601,u4t9H8XyU9P,Alego Usonga,,,,,POLYGON,"[[[[34.4447,0.2078],[34.4243,0.1832],[34.4371,0.1672],[34.4264,0.1493],[34.4773,0.155],[34.4794,0.1363],[34.4551,0.1277],[34.4717,0.1033],[34.493,0.1014],[34.4969,0.1261],[34.5071,0.1186],[34.5418,0.1377],[34.5545,0.095],[34.5583,0.0496],[34.5333,-0.0138],[34.4154,-0.0756],[34.3828,-0.0629],[34.3541,-0.0289],[34.2544,-0.0493],[34.2142,-0.0133],[34.1577,-0.0093],[34.1529,0.0104],[34.1245,0.0165],[34.1093,0.0413],[34.0449,0.0072],[34.0712,0.1201],[34.0946,0.133],[34.1013,0.1253],[34.1123,0.1441],[34.1031,0.1867],[34.1146,0.2408],[34.1611,0.3013],[34.2021,0.264],[34.2022,0.2886],[34.2323,0.2934],[34.2467,0.315],[34.3683,0.31],[34.3925,0.2851],[34.3835,0.1809],[34.4309,0.2159],[34.4447,0.2078]]]]",,,,,
Bondo Sub County,JNvqpOnKfGR,602,u4t9H8XyU9P,Bondo,,,,,MULTI_POLYGON,"[[[[34.3828,-0.0629],[34.2967,-0.1284],[34.2699,-0.2099],[34.2432,-0.2363],[34.2039,-0.24],[34.1979,-0.2127],[34.1824,-0.2114],[34.1911,-0.1879],[34.1425,-0.2082],[34.0873,-0.1448],[34.1157,-0.1191],[34.1303,-0.1289],[34.1512,-0.117],[34.1123,-0.1115],[34.1432,-0.0875],[34.1288,-0.0701],[34.1385,-0.0534],[34.108,-0.0756],[34.0746,-0.0698],[34.0939,-0.0884],[34.0836,-0.0821],[34.0655,-0.1154],[34.0613,-0.0713],[34.0309,-0.0821],[34.0273,-0.0688],[34.0328,-0.0784],[34.0635,-0.0309],[34.0435,-0.0339],[34.0368,-0.0591],[34.0225,-0.04],[34.0046,-0.0452],[34.0105,-0.0275],[34.0449,0.0072],[34.1093,0.0413],[34.1245,0.0165],[34.1529,0.0104],[34.1577,-0.0093],[34.2142,-0.0133],[34.2544,-0.0493],[34.3541,-0.0289],[34.3828,-0.0629]]],[[[33.9868,-0.1278],[34.0388,-0.1277],[34.0241,-0.1419],[33.9867,-0.1361],[33.9868,-0.1278]]]]",,,,,
Msambweni Sub County,ADMywdLwoRX,305,N7YETT3A9r1,Msambweni,,,,,MULTI_POLYGON,"[[[[39.5766,-4.2505],[39.6021,-4.2492],[39.5409,-4.4351],[39.5246,-4.4191],[39.5004,-4.4446],[39.4533,-4.5838],[39.4363,-4.5901],[39.4271,-4.5598],[39.449,-4.5259],[39.4284,-4.5329],[39.4418,-4.5384],[39.4223,-4.5584],[39.4129,-4.5504],[39.4173,-4.5807],[39.4023,-4.5901],[39.3943,-4.5774],[39.3982,-4.6191],[39.4132,-4.6224],[39.4049,-4.6462],[39.3054,-4.6388],[39.3141,-4.5801],[39.2983,-4.5995],[39.293,-4.5795],[39.2871,-4.6185],[39.2813,-4.5938],[39.2571,-4.5901],[39.2737,-4.593],[39.2757,-4.6254],[39.2671,-4.6168],[39.2366,-4.6349],[39.2466,-4.6423],[39.2193,-4.6707],[38.4524,-4.1422],[38.7694,-4.025],[38.9521,-4.2208],[39.0048,-4.2083],[39.035,-4.2218],[39.0566,-4.1917],[39.0713,-4.2064],[39.093,-4.1913],[39.0896,-4.222],[39.119,-4.2267],[39.1384,-4.2548],[39.1434,-4.3089],[39.1711,-4.3209],[39.1999,-4.3831],[39.226,-4.374],[39.3159,-4.3983],[39.3382,-4.3786],[39.3952,-4.3888],[39.421,-4.3834],[39.4778,-4.324],[39.4984,-4.2729],[39.4805,-4.2631],[39.5439,-4.2591],[39.5692,-4.2391],[39.5766,-4.2505]]],[[[39.3605,-4.6529],[39.4005,-4.6576],[39.4069,-4.6746],[39.3482,-4.6667],[39.3605,-4.6529]]],[[[39.2696,-4.6529],[39.2945,-4.662],[39.2768,-4.6707],[39.2696,-4.6529]]]]",,,,,
Kisumu East Sub County,PRpKwAloU5b,604,tAbBVBbueqD,Kisumu East,,,,community based facility,POLYGON,"[[[[34.5812,-0.1445],[34.5889,-0.1128],[34.6494,-0.0965],[34.6291,-0.0741],[34.6748,-0.0543],[34.6811,-0.0126],[34.6874,-0.0232],[34.7239,-0.0028],[34.7469,-0.0182],[34.7522,-0.0315],[34.8274,0.0262],[34.8074,-0.0215],[34.9296,-0.0344],[34.9914,-0.0196],[35.0087,-0.0267],[35.0077,-0.0523],[35.0062,-0.072],[34.9423,-0.0713],[34.9417,-0.0915],[34.9837,-0.0843],[34.9646,-0.1074],[34.9718,-0.1424],[34.9423,-0.1436],[34.9102,-0.1692],[34.8724,-0.2507],[34.8771,-0.2847],[34.8512,-0.2989],[34.8458,-0.2705],[34.8221,-0.2681],[34.7801,-0.1758],[34.7436,-0.1635],[34.7313,-0.1421],[34.7492,-0.0863],[34.7262,-0.1045],[34.6919,-0.0915],[34.6474,-0.1141],[34.6243,-0.1512],[34.5812,-0.1445]]]]",,,,,
Matuga Sub County,wUNEDOnx9uB,303,N7YETT3A9r1,Matuga,,,,,POLYGON,"[[[[39.1711,-4.3209],[39.2386,-4.225],[39.2708,-4.2345],[39.2973,-4.2223],[39.3114,-4.1458],[39.3836,-4.1396],[39.3828,-4.1617],[39.4221,-4.1503],[39.4603,-4.1119],[39.5165,-4.0982],[39.5202,-4.0682],[39.5852,-4.0722],[39.5754,-4.0868],[39.609,-4.0627],[39.6615,-4.1193],[39.6021,-4.2492],[39.5766,-4.2505],[39.5692,-4.2391],[39.5439,-4.2591],[39.4805,-4.2631],[39.4984,-4.2729],[39.4778,-4.324],[39.421,-4.3834],[39.3952,-4.3888],[39.3382,-4.3786],[39.3159,-4.3983],[39.226,-4.374],[39.1999,-4.3831],[39.1711,-4.3209]]]]",,,,,
Seme Sub County,LRNmnMw1fBs,605,tAbBVBbueqD,Seme,,,,Seme was originally called Kisumu West and combined  the current Kisumu West(Formerly Kisumu North) and what has remained as Seme,POLYGON,"[[[[34.4391,-0.175],[34.4154,-0.0756],[34.5333,-0.0138],[34.5622,-0.0183],[34.5639,-0.0419],[34.5826,-0.0319],[34.5912,0.0064],[34.612,0.0027],[34.6811,-0.0126],[34.6748,-0.0543],[34.6291,-0.0741],[34.6494,-0.0965],[34.5889,-0.1128],[34.5812,-0.1445],[34.5555,-0.1408],[34.5559,-0.1569],[34.5058,-0.196],[34.4573,-0.1652],[34.4391,-0.175]]]]",,,,,
Nyando Sub County,iRK9uABUTVZ,606,tAbBVBbueqD,Nyando,,,,,POLYGON,"[[[[35.2185,-0.1833],[35.1961,-0.1625],[35.1263,-0.1563],[35.1022,-0.2007],[35.0638,-0.2149],[35.0482,-0.2997],[35.0082,-0.3335],[35.0098,-0.3936],[34.9864,-0.416],[34.9135,-0.4061],[34.9142,-0.3899],[34.8893,-0.4043],[34.8233,-0.3889],[34.8103,-0.3549],[34.763,-0.3154],[34.7557,-0.2925],[34.788,-0.2844],[34.8225,-0.3269],[34.8512,-0.2989],[34.8771,-0.2847],[34.8724,-0.2507],[34.9102,-0.1692],[34.9423,-0.1436],[34.9718,-0.1424],[34.9646,-0.1074],[34.9837,-0.0843],[34.9417,-0.0915],[34.9423,-0.0713],[35.0062,-0.072],[35.0077,-0.0523],[35.0585,-0.0524],[35.0642,-0.0651],[35.0917,-0.0384],[35.1012,-0.0016],[35.15,-0.0357],[35.1782,-0.026],[35.2191,-0.037],[35.2265,-0.1052],[35.2961,-0.1739],[35.3247,-0.1752],[35.3425,-0.2381],[35.3194,-0.2478],[35.2667,-0.2356],[35.2185,-0.1833]]]]",,,,,
Ugunja Sub County,m9nsQ1MXlVU,1241,u4t9H8XyU9P,Ugunja,,,,,NONE,,,,,,
Muhoroni Sub County,NmbwkQ5r5cB,1248,tAbBVBbueqD,Muhoroni,,,,New district curved out of Nyando District,NONE,,,,,,
Ugenya Sub County,InECuIlzJGx,622,u4t9H8XyU9P,Ugenya,,,,,NONE,,,,,,
Lunga Lunga Sub County,TdcYaufNV4p,,N7YETT3A9r1,Lunga Lunga Sub County,,,,,NONE,,,,,,
Vihiga Sub County,OOF3UX4yOt7,601647,sANMZ3lpqGs,V.S.C.,,,,,POINT,"[36.86299,-1.28891]",,,,,
Mwavumbo Ward,vjeHNVWOsRk,,LOgbecTRkbp,Mwavumbo Ward,,,,,NONE,,,,,,
Shauri Moyo Kaloleni Ward,UqLylL8NY0G,,PRpKwAloU5b,Shauri Moyo Kaloleni Ward,,,,,NONE,,,,,,
Manyatta B Ward,It7fWcKbcZX,,PRpKwAloU5b,Manyatta B Ward,,,,,NONE,,,,,,
Puma Ward,QEGPqON6Zcj,,LOgbecTRkbp,Puma Ward,,,,,NONE,,,,,,
East Seme Ward,BRDtIETwfeW,,LRNmnMw1fBs,East Seme Ward,,,,,NONE,,,,,,
Kolwa East Ward,kQXcKGM8chb,,PRpKwAloU5b,Kolwa East Ward,,,,,NONE,,,,,,
Chavakali Ward,NHcPsj2IMSr,,urtJSF5jcBC,Chavakali Ward,,,,,NONE,,,,,,
Kubo South Ward,dQkHuP0kVjq,,wUNEDOnx9uB,Kubo South Ward,,,,,NONE,,,,,,
Railways Ward,ZplKg3SMkIC,,PRpKwAloU5b,Railways Ward,,,,,NONE,,,,,,
Banja Ward,r6KB3hMzaXh,,BXaq5PxSfz2,Banja Ward,,,,,NONE,,,,,,
Gisambai Ward,SV0B2BvVy8Q,,BXaq5PxSfz2,Gisambai Ward,,,,,NONE,,,,,,
Jepkoyai Ward,kTJX3DMkQLk,,BXaq5PxSfz2,Jepkoyai Ward,,,,,NONE,,,,,,
Gisambai Ward,d7jBlFuDPt7,,BXaq5PxSfz2,Gisambai Ward,,,,,NONE,,,,,,
North West Kisumu Ward,r6rYPoyjxvR,,YzEDO9Mq4TR,North West Kisumu Ward,,,,,NONE,,,,,,
Kinango Ward,PrGoCfZ06gm,,LOgbecTRkbp,Kinango Ward,,,,,NONE,,,,,,
Gambato Bongwe Ward,ByAmsolBen5,,ADMywdLwoRX,Gambato Bongwe Ward,,,,,NONE,,,,,,
Kobura Ward,s2NvoXiAGWj,,iRK9uABUTVZ,Kobura Ward,,,,,NONE,,,,,,
Ukunda Ward,iBuXrh8ESS2,,ADMywdLwoRX,Ukunda Ward,,,,,NONE,,,,,,
Chengoni/Samburu Ward,TwX1KTjb8Qp,,LOgbecTRkbp,Chengoni/Samburu Ward,,,,,NONE,,,,,,
North Kisumu Ward,SPH4pigpmjD,,YzEDO9Mq4TR,North Kisumu Ward,,,,,NONE,,,,,,
Ombeyi Ward,cnOFVqKDVEi,,NmbwkQ5r5cB,Ombeyi Ward,,,,,NONE,,,,,,
Nyalenda A Ward,roJc7UkCD2l,,PRpKwAloU5b,Nyalenda A Ward,,,,,NONE,,,,,,
Waa Ward,XZNJ3zaiaZH,,wUNEDOnx9uB,Waa Ward,,,,,NONE,,,,,,
Mackinon Road Ward,wfUbX2QagwS,,LOgbecTRkbp,Mackinon Road Ward,,,,,NONE,,,,,,
Chemelil Ward,WzjCQ2bnOk7,,NmbwkQ5r5cB,Chemelil Ward,,,,,NONE,,,,,,
Masogo/Nyang'Oma Ward,FFfi4zTqdH2,,NmbwkQ5r5cB,Masogo/Nyang'Oma Ward,,,,,NONE,,,,,,
Shamakhokho Ward,hXKwpKcEej9,,BXaq5PxSfz2,Shamakhokho Ward,,,,,NONE,,,,,,
Muhoroni Koru Ward,cyChGO6tdNS,,NmbwkQ5r5cB,Muhoroni Koru Ward,,,,,NONE,,,,,,
Ruma Ubuntu Afya Clinic - Rarieda,lrx1kMHKBxY,,XcRpb1xsM64,Ruma Ubuntu Afya Clinic - Rarieda,"Ndori - Lwanda Kotieno road, 2 kms from Aram mkt, facility situated in Ruma Women Group Development Centre",,,,NONE,,,,,,
Ramisi Ward,VGENlt3MTt7,,ADMywdLwoRX,Ramisi Ward,,,,,NONE,,,,,,
Ndavaya Ward,YZvux1SW3bs,,LOgbecTRkbp,Ndavaya Ward,,,,,NONE,,,,,,
Muhudu Ward,Ir34yLL8Wvp,,BXaq5PxSfz2,Muhudu Ward,,,,,NONE,,,,,,
Kasemeni Ward,aom47Uzq1RZ,,LOgbecTRkbp,Kasemeni Ward,,,,,NONE,,,,,,
Tambua Ward,DwsaTNMNG9y,,BXaq5PxSfz2,Tambua Ward,,,,,NONE,,,,,,
Lyaduywa/Izava Ward,QbCSvi9H3CN,,urtJSF5jcBC,Lyaduywa/Izava Ward,,,,,NONE,,,,,,
East Ugenya Ward,XIgwnIXyBx0,,InECuIlzJGx,East Ugenya Ward,,,,,NONE,,,,,,
North Ugenya Ward,quAHj7k172D,,InECuIlzJGx,North Ugenya Ward,,,,,NONE,,,,,,
West Kisumu Ward,DP7qvMiw5Du,,YzEDO9Mq4TR,West Kisumu Ward,,,,,NONE,,,,,,
Dzombo Ward,lijbuerznbA,,TdcYaufNV4p,Dzombo Ward,Its a ward,,,,NONE,,,,,,
Mkongani Ward,rzPzDuVVuqw,,wUNEDOnx9uB,Mkongani Ward,,,,,NONE,,,,,,
Ukwala Ward,AxesNVgsvhq,,InECuIlzJGx,Ukwala Ward,,,,,NONE,,,,,,
Jepkoyai Ward,USg05TR1JwK,,BXaq5PxSfz2,Jepkoyai Ward,,,,,NONE,,,,,,
Muhudu Ward,tDKdg7EyyCj,,BXaq5PxSfz2,Muhudu Ward,,,,,NONE,,,,,,
Shiru Ward,iphxMgFUJmE,,BXaq5PxSfz2,Shiru Ward,,,,,NONE,,,,,,
Tambua Ward,pyG6e1Uq18m,,BXaq5PxSfz2,Tambua Ward,,,,,NONE,,,,,,
North Uyoma Ward,c8htRsEJD2W,,XcRpb1xsM64,North Uyoma Ward,,,,,NONE,,,,,,
South Uyoma Ward,VlWsveTXbi3,,XcRpb1xsM64,South Uyoma Ward,,,,,NONE,,,,,,
West Asembo Ward,kazFsB6YZ6J,,XcRpb1xsM64,West Asembo Ward,,,,,NONE,,,,,,
West Uyoma Ward,IqPuAjRYM1t,,XcRpb1xsM64,West Uyoma Ward,,,,,NONE,,,,,,
Central Alego Ward,fpnhZCEZEGQ,,Cu46otDi1RO,Central Alego Ward,,,,,NONE,,,,,,
Central Kisumu Ward,Xs7PwQOVMmb,,YzEDO9Mq4TR,Central Kisumu Ward,,,,,NONE,,,,,,
South West Kisumu Ward,hAzpUozlCyI,,YzEDO9Mq4TR,South West Kisumu Ward,,,,,NONE,,,,,,
North Alego Ward,zcpKiQgMNyb,,Cu46otDi1RO,North Alego Ward,,,,,NONE,,,,,,
Siaya Township Ward,bcaDvBIDj6b,,Cu46otDi1RO,Siaya Township Ward,,,,,NONE,,,,,,
Usonga Ward,utYTK2xBC3k,,Cu46otDi1RO,Usonga Ward,,,,,NONE,,,,,,
West Alego Ward,zaHyyp9lXME,,Cu46otDi1RO,West Alego Ward,,,,,NONE,,,,,,
South East Alego Ward,hMo6PZnvQqb,,Cu46otDi1RO,South East Alego Ward,,,,,NONE,,,,,,
Awasi/Onjiko Ward,Vi7hrFiryu0,,iRK9uABUTVZ,Awasi/Onjiko Ward,,,,,NONE,,,,,,
East Kano/Wawidhi Ward,ONutw6s6W4y,,iRK9uABUTVZ,East Kano/Wawidhi Ward,,,,,NONE,,,,,,
Kabonyo kanyagwal,LCXl4ftRJYy,,iRK9uABUTVZ,Kabonyo kanyagwal,,,,,NONE,,,,,,
Central Sakwa Ward,JVz0J1MJJ0V,,JNvqpOnKfGR,Central Sakwa Ward,,,,,NONE,,,,,,
North Sakwa Ward,EmooFdjzKlm,,JNvqpOnKfGR,North Sakwa Ward,,,,,NONE,,,,,,
South Sakwa Ward,CRBP2g6KqWH,,JNvqpOnKfGR,South Sakwa Ward,,,,,NONE,,,,,,
West Sakwa Ward,uid3Vo2PCsW,,JNvqpOnKfGR,West Sakwa Ward,,,,,NONE,,,,,,
Yimbo East Ward,bxQkw99jktF,,JNvqpOnKfGR,Yimbo East Ward,,,,,NONE,,,,,,
West Yimbo Ward,NYqz8G2gfEC,,JNvqpOnKfGR,West Yimbo Ward,,,,,NONE,,,,,,
Busali Ward,cUBWuuQYISs,,urtJSF5jcBC,Busali Ward,,,,,NONE,,,,,,
Central Nyakach Ward,go41UxgIdh5,,kBQIjtWUBqj,Central Nyakach Ward,,,,,NONE,,,,,,
North Nyakach Ward,G2B9ridstXR,,kBQIjtWUBqj,North Nyakach Ward,,,,,NONE,,,,,,
South East Nyakach Ward,TAZBFBDq6KC,,kBQIjtWUBqj,South East Nyakach Ward,,,,,NONE,,,,,,
South West Nyakach Ward,oTl0WEQrKtX,,kBQIjtWUBqj,South West Nyakach Ward,,,,,NONE,,,,,,
West Nyakach Ward,cSmqxMnL3hd,,kBQIjtWUBqj,West Nyakach Ward,,,,,NONE,,,,,,
Luanda South Ward,P35Hsu3jEza,,lkYdgjRSOoE,Luanda South Ward,,,,,NONE,,,,,,
Central Bunyore Ward,rF4SKTlT0XH,,Lpy789vqRC6,Central Bunyore Ward,,,,,NONE,,,,,,
North East Bunyore Ward,AgnY1dRfILu,,Lpy789vqRC6,North East Bunyore Ward,,,,,NONE,,,,,,
West Bunyore Ward,HxODkmO42Nw,,Lpy789vqRC6,West Bunyore Ward,,,,,NONE,,,,,,
West Sabatia Ward,J5T5BAIIILr,,urtJSF5jcBC,West Sabatia Ward,,,,,NONE,,,,,,
Wodanga Ward,RaGcUBct8yg,,urtJSF5jcBC,Wodanga Ward,,,,,NONE,,,,,,
Central Seme Ward,o6cVZ72goEk,,LRNmnMw1fBs,Central Seme Ward,,,,,NONE,,,,,,
North Seme Ward,b2DzrddWnYN,,LRNmnMw1fBs,North Seme Ward,,,,,NONE,,,,,,
West Seme Ward,ulkhuNyw2MH,,LRNmnMw1fBs,West Seme Ward,,,,,NONE,,,,,,
Sidindi Ward,rngZkqTBd03,,m9nsQ1MXlVU,Sidindi Ward,,,,,NONE,,,,,,
Sigomere Ward,WrmJKkvfjDl,,m9nsQ1MXlVU,Sigomere Ward,,,,,NONE,,,,,,
Ugunja Ward,pHKNjOmIqg4,,m9nsQ1MXlVU,Ugunja Ward,,,,,NONE,,,,,,
Miwani Ward,PoYQc8biHf3,,NmbwkQ5r5cB,Miwani Ward,,,,,NONE,,,,,,
